timestamp,Lavel_indicator
2019-07-20T04:31:00.004013Z,701.721558
2019-07-20T04:31:01.004013Z,701.4468
2019-07-20T04:31:02.0020141Z,700.8187
2019-07-20T04:31:03.004013Z,700.4262
2019-07-20T04:31:04.004013Z,699.5627
2019-07-20T04:31:05.004013Z,699.248657
2019-07-20T04:31:06.0020141Z,698.267334
2019-07-20T04:31:07.0020141Z,697.600037
2019-07-20T04:31:08.0020141Z,697.482239
2019-07-20T04:31:09.004013Z,697.0897
2019-07-20T04:31:10.004013Z,696.8542
2019-07-20T04:31:11.004013Z,696.147644
2019-07-20T04:31:12.004013Z,696.069153
2019-07-20T04:31:13Z,695.8336
2019-07-20T04:31:14.0020141Z,695.7159
2019-07-20T04:31:15.004013Z,695.1663
2019-07-20T04:31:16.004013Z,694.8916
2019-07-20T04:31:17.004013Z,694.6953
2019-07-20T04:31:18.004013Z,694.185
2019-07-20T04:31:19.004013Z,693.871033
2019-07-20T04:31:20.0020141Z,693.478455
2019-07-20T04:31:21.004013Z,692.7719
2019-07-20T04:31:22.004013Z,692.340149
2019-07-20T04:31:23Z,691.947632
2019-07-20T04:31:24.0020141Z,691.4373
2019-07-20T04:31:25.0060119Z,690.77
2019-07-20T04:31:26.004013Z,690.024231
2019-07-20T04:31:27Z,689.6317
2019-07-20T04:31:28.004013Z,689.003662
2019-07-20T04:31:29.004013Z,688.7681
2019-07-20T04:31:30.0020141Z,687.9831
2019-07-20T04:31:31.004013Z,687.5906
2019-07-20T04:31:32.0020141Z,686.687744
2019-07-20T04:31:33.004013Z,685.941956
2019-07-20T04:31:34.0020141Z,685.3139
2019-07-20T04:31:35.004013Z,684.9214
2019-07-20T04:31:36.004013Z,684.6466
2019-07-20T04:31:37.004013Z,684.097046
2019-07-20T04:31:38.0020141Z,683.469
2019-07-20T04:31:39.0020141Z,682.880249
2019-07-20T04:31:40.004013Z,682.487732
2019-07-20T04:31:41Z,681.9774
2019-07-20T04:31:42.004013Z,682.016663
2019-07-20T04:31:43.0020141Z,682.016663
2019-07-20T04:31:44.004013Z,681.427856
2019-07-20T04:31:45Z,681.2316
2019-07-20T04:31:46.004013Z,681.5064
2019-07-20T04:31:47.004013Z,680.564331
2019-07-20T04:31:48.004013Z,680.0148
2019-07-20T04:31:49.004013Z,679.1905
2019-07-20T04:31:50.004013Z,678.7194
2019-07-20T04:31:51.0020141Z,678.0521
2019-07-20T04:31:52.004013Z,677.4634
2019-07-20T04:31:53Z,677.149353
2019-07-20T04:31:54Z,676.8353
2019-07-20T04:31:55Z,676.325
2019-07-20T04:31:56.004013Z,676.285767
2019-07-20T04:31:57.0020141Z,675.69696
2019-07-20T04:31:58.004013Z,675.0689
2019-07-20T04:31:59.0020141Z,674.558655
2019-07-20T04:32:00.004013Z,674.4016
2019-07-20T04:32:01.004013Z,673.969849
2019-07-20T04:32:02.004013Z,673.7343
2019-07-20T04:32:03Z,673.302551
2019-07-20T04:32:04.004013Z,672.556763
2019-07-20T04:32:05.0020141Z,672.3212
2019-07-20T04:32:06.0020141Z,671.7717
2019-07-20T04:32:07.0060119Z,671.653931
2019-07-20T04:32:08Z,671.37915
2019-07-20T04:32:09Z,670.7904
2019-07-20T04:32:10.0060119Z,670.083862
2019-07-20T04:32:11.004013Z,669.6128
2019-07-20T04:32:12.0020141Z,668.90625
2019-07-20T04:32:13.004013Z,668.6315
2019-07-20T04:32:14.004013Z,668.0034
2019-07-20T04:32:15.0020141Z,667.4539
2019-07-20T04:32:16.0020141Z,667.100647
2019-07-20T04:32:17.004013Z,666.5511
2019-07-20T04:32:18.0020141Z,665.648254
2019-07-20T04:32:19.004013Z,664.7455
2019-07-20T04:32:20.0020141Z,664.3922
2019-07-20T04:32:21.004013Z,664.117432
2019-07-20T04:32:22.004013Z,663.4109
2019-07-20T04:32:23.004013Z,662.979065
2019-07-20T04:32:24.004013Z,662.311768
2019-07-20T04:32:25.004013Z,661.997742
2019-07-20T04:32:26.004013Z,661.566
2019-07-20T04:32:27.0020141Z,661.330444
2019-07-20T04:32:28.004013Z,661.1342
2019-07-20T04:32:29.004013Z,661.0164
2019-07-20T04:32:30.0020141Z,660.3884
2019-07-20T04:32:31.004013Z,659.7604
2019-07-20T04:32:32.004013Z,659.4071
2019-07-20T04:32:33.0020141Z,658.700562
2019-07-20T04:32:34.004013Z,658.268738
2019-07-20T04:32:35.004013Z,658.033264
2019-07-20T04:32:36.004013Z,657.2874
2019-07-20T04:32:37.0020141Z,656.4239
2019-07-20T04:32:38.0020141Z,655.717346
2019-07-20T04:32:39.004013Z,655.12854
2019-07-20T04:32:40.004013Z,655.050049
2019-07-20T04:32:41.0020141Z,654.932251
2019-07-20T04:32:42.0020141Z,654.736
2019-07-20T04:32:43Z,654.3042
2019-07-20T04:32:44.0020141Z,654.0687
2019-07-20T04:32:45.0020141Z,653.597656
2019-07-20T04:32:46.004013Z,653.0089
2019-07-20T04:32:47.004013Z,652.6949
2019-07-20T04:32:48.0020141Z,652.2238
2019-07-20T04:32:49Z,652.1061
2019-07-20T04:32:50.004013Z,651.713562
2019-07-20T04:32:51.0020141Z,651.399536
2019-07-20T04:32:52.004013Z,650.614441
2019-07-20T04:32:53.004013Z,650.064941
2019-07-20T04:32:54.004013Z,649.7509
2019-07-20T04:32:55Z,649.476135
2019-07-20T04:32:56.004013Z,649.279846
2019-07-20T04:32:57.004013Z,648.8481
2019-07-20T04:32:58.0020141Z,648.8481
2019-07-20T04:32:59.004013Z,648.2593
2019-07-20T04:33:00Z,647.435
2019-07-20T04:33:01.004013Z,646.4144
2019-07-20T04:33:02.004013Z,645.6294
2019-07-20T04:33:03.0020141Z,644.2948
2019-07-20T04:33:04.0020141Z,643.745239
2019-07-20T04:33:05.0020141Z,643.077942
2019-07-20T04:33:06.0020141Z,642.0966
2019-07-20T04:33:07.004013Z,641.154541
2019-07-20T04:33:08.0020141Z,640.448
2019-07-20T04:33:09Z,640.1732
2019-07-20T04:33:10.004013Z,639.662964
2019-07-20T04:33:11.004013Z,639.545166
2019-07-20T04:33:12.004013Z,639.152649
2019-07-20T04:33:13Z,639.152649
2019-07-20T04:33:14Z,638.2498
2019-07-20T04:33:15.004013Z,637.896545
2019-07-20T04:33:16Z,637.425537
2019-07-20T04:33:17.004013Z,637.268555
2019-07-20T04:33:18.004013Z,636.5227
2019-07-20T04:33:19.0020141Z,636.090942
2019-07-20T04:33:20.004013Z,635.148865
2019-07-20T04:33:21.0020141Z,634.8741
2019-07-20T04:33:22.004013Z,634.952637
2019-07-20T04:33:23.0020141Z,633.892761
2019-07-20T04:33:24.004013Z,633.5788
2019-07-20T04:33:25.0020141Z,633.0685
2019-07-20T04:33:26.004013Z,632.7937
2019-07-20T04:33:27.004013Z,632.3227
2019-07-20T04:33:28.0020141Z,631.9302
2019-07-20T04:33:29.004013Z,631.498352
2019-07-20T04:33:30.0020141Z,631.2236
2019-07-20T04:33:31Z,630.7918
2019-07-20T04:33:32.004013Z,630.517
2019-07-20T04:33:33.0020141Z,630.360046
2019-07-20T04:33:34.004013Z,629.9283
2019-07-20T04:33:35.004013Z,629.1432
2019-07-20T04:33:36.0020141Z,627.5731
2019-07-20T04:33:37.004013Z,627.02356
2019-07-20T04:33:38.0020141Z,625.4534
2019-07-20T04:33:39.004013Z,624.511353
2019-07-20T04:33:40Z,624.2759
2019-07-20T04:33:41.0020141Z,623.569336
2019-07-20T04:33:42.004013Z,623.1375
2019-07-20T04:33:43.004013Z,623.059
2019-07-20T04:33:44.004013Z,623.059
2019-07-20T04:33:45.004013Z,623.3338
2019-07-20T04:33:46.004013Z,623.2553
2019-07-20T04:33:47.004013Z,623.1375
2019-07-20T04:33:48.004013Z,623.098267
2019-07-20T04:33:49.004013Z,623.1375
2019-07-20T04:33:50.0020141Z,622.588
2019-07-20T04:33:51.004013Z,622.1562
2019-07-20T04:33:52.004013Z,621.7244
2019-07-20T04:33:53.0020141Z,621.1356
2019-07-20T04:33:54.004013Z,620.115051
2019-07-20T04:33:55.0060119Z,619.722534
2019-07-20T04:33:56.0020141Z,619.2123
2019-07-20T04:33:57.004013Z,618.976746
2019-07-20T04:33:58.0020141Z,618.6627
2019-07-20T04:33:59Z,618.2702
2019-07-20T04:34:00.004013Z,618.3487
2019-07-20T04:34:01.0020141Z,618.034668
2019-07-20T04:34:02.004013Z,617.6814
2019-07-20T04:34:03.0020141Z,617.0926
2019-07-20T04:34:04.004013Z,617.249634
2019-07-20T04:34:05.004013Z,616.8178
2019-07-20T04:34:06.0020141Z,616.0328
2019-07-20T04:34:07.004013Z,615.915039
2019-07-20T04:34:08.0020141Z,615.287
2019-07-20T04:34:09.004013Z,614.9337
2019-07-20T04:34:10.004013Z,614.1094
2019-07-20T04:34:11Z,613.5991
2019-07-20T04:34:12.004013Z,613.167358
2019-07-20T04:34:13Z,612.578552
2019-07-20T04:34:14.0020141Z,611.832764
2019-07-20T04:34:15.004013Z,611.165466
2019-07-20T04:34:16Z,611.243958
2019-07-20T04:34:17.004013Z,610.6159
2019-07-20T04:34:18.0020141Z,610.4196
2019-07-20T04:34:19.0020141Z,609.7916
2019-07-20T04:34:20.0020141Z,609.6346
2019-07-20T04:34:21.004013Z,609.006531
2019-07-20T04:34:22.004013Z,608.4963
2019-07-20T04:34:23.0020141Z,608.1037
2019-07-20T04:34:24.004013Z,607.829
2019-07-20T04:34:25.004013Z,607.2794
2019-07-20T04:34:26.004013Z,606.8869
2019-07-20T04:34:27.0020141Z,606.651367
2019-07-20T04:34:28.004013Z,605.866333
2019-07-20T04:34:29.004013Z,605.6308
2019-07-20T04:34:30.004013Z,605.356
2019-07-20T04:34:31.004013Z,605.120544
2019-07-20T04:34:32.0020141Z,604.453247
2019-07-20T04:34:33.0020141Z,604.3747
2019-07-20T04:34:34.0020141Z,604.335449
2019-07-20T04:34:35.0020141Z,603.864441
2019-07-20T04:34:36.004013Z,603.7074
2019-07-20T04:34:37.004013Z,603.1579
2019-07-20T04:34:38Z,602.0981
2019-07-20T04:34:39Z,601.5093
2019-07-20T04:34:40.004013Z,600.842
2019-07-20T04:34:41.004013Z,600.135437
2019-07-20T04:34:42.004013Z,598.683044
2019-07-20T04:34:43Z,598.1728
2019-07-20T04:34:44.004013Z,597.427
2019-07-20T04:34:45Z,596.602661
2019-07-20T04:34:46.0020141Z,596.2494
2019-07-20T04:34:47.004013Z,595.621338
2019-07-20T04:34:48.0020141Z,595.6606
2019-07-20T04:34:49.004013Z,595.621338
2019-07-20T04:34:50.0020141Z,595.2288
2019-07-20T04:34:51.004013Z,594.0513
2019-07-20T04:34:52.0020141Z,593.069946
2019-07-20T04:34:53.0060119Z,592.363342
2019-07-20T04:34:54.0020141Z,591.617554
2019-07-20T04:34:55Z,591.146545
2019-07-20T04:34:56.0060119Z,590.36145
2019-07-20T04:34:57.0020141Z,590.0475
2019-07-20T04:34:58Z,590.1652
2019-07-20T04:34:59.004013Z,589.811951
2019-07-20T04:35:00.004013Z,589.9297
2019-07-20T04:35:01.0020141Z,589.419434
2019-07-20T04:35:02.004013Z,589.1839
2019-07-20T04:35:03.004013Z,589.1839
2019-07-20T04:35:04.004013Z,588.948364
2019-07-20T04:35:05.0020141Z,588.948364
2019-07-20T04:35:06.0020141Z,588.1633
2019-07-20T04:35:07Z,587.653
2019-07-20T04:35:08Z,587.2605
2019-07-20T04:35:09.004013Z,586.5932
2019-07-20T04:35:10Z,586.2399
2019-07-20T04:35:11.0020141Z,585.6511
2019-07-20T04:35:12.004013Z,584.8661
2019-07-20T04:35:13.0020141Z,584.5128
2019-07-20T04:35:14.004013Z,583.924
2019-07-20T04:35:15.0020141Z,583.57074
2019-07-20T04:35:16.004013Z,583.453
2019-07-20T04:35:17.004013Z,582.8642
2019-07-20T04:35:18.004013Z,582.4717
2019-07-20T04:35:19.0020141Z,582.1969
2019-07-20T04:35:20.004013Z,581.490356
2019-07-20T04:35:21.0020141Z,581.411865
2019-07-20T04:35:22.0020141Z,581.1371
2019-07-20T04:35:23.004013Z,580.430542
2019-07-20T04:35:24.0020141Z,580.430542
2019-07-20T04:35:25.004013Z,580.1165
2019-07-20T04:35:26.0020141Z,579.9988
2019-07-20T04:35:27.0020141Z,579.6062
2019-07-20T04:35:28.0020141Z,578.8604
2019-07-20T04:35:29.004013Z,578.1539
2019-07-20T04:35:30Z,577.6436
2019-07-20T04:35:31.004013Z,577.094055
2019-07-20T04:35:32Z,576.3875
2019-07-20T04:35:33.0020141Z,575.6417
2019-07-20T04:35:34.004013Z,575.680969
2019-07-20T04:35:35Z,574.699646
2019-07-20T04:35:36.004013Z,574.3464
2019-07-20T04:35:37.004013Z,573.953857
2019-07-20T04:35:38.0020141Z,573.757568
2019-07-20T04:35:39.004013Z,573.4828
2019-07-20T04:35:40.004013Z,573.247253
2019-07-20T04:35:41.004013Z,572.894
2019-07-20T04:35:42.004013Z,572.854736
2019-07-20T04:35:43.004013Z,571.8734
2019-07-20T04:35:44Z,571.1276
2019-07-20T04:35:45.0020141Z,570.8136
2019-07-20T04:35:46.004013Z,570.2248
2019-07-20T04:35:47.004013Z,570.107056
2019-07-20T04:35:48.004013Z,569.439758
2019-07-20T04:35:49.004013Z,569.008
2019-07-20T04:35:50.004013Z,569.008
2019-07-20T04:35:51.004013Z,568.183655
2019-07-20T04:35:52.0020141Z,567.791138
2019-07-20T04:35:53.004013Z,567.0846
2019-07-20T04:35:54.004013Z,566.2603
2019-07-20T04:35:55.004013Z,565.593
2019-07-20T04:35:56.0020141Z,564.8079
2019-07-20T04:35:57.004013Z,564.2584
2019-07-20T04:35:58.004013Z,562.9631
2019-07-20T04:35:59.004013Z,562.7668
2019-07-20T04:36:00.0020141Z,562.0995
2019-07-20T04:36:01.004013Z,562.2958
2019-07-20T04:36:02.0020141Z,561.863953
2019-07-20T04:36:03.0020141Z,562.0995
2019-07-20T04:36:04.0020141Z,561.98175
2019-07-20T04:36:05.004013Z,562.138733
2019-07-20T04:36:06.0020141Z,561.471436
2019-07-20T04:36:07.004013Z,561.2752
2019-07-20T04:36:08.0020141Z,560.4116
2019-07-20T04:36:09.004013Z,560.0976
2019-07-20T04:36:10.0020141Z,559.5088
2019-07-20T04:36:11.004013Z,558.527466
2019-07-20T04:36:12.004013Z,557.9387
2019-07-20T04:36:13.004013Z,557.075134
2019-07-20T04:36:14.004013Z,556.4471
2019-07-20T04:36:15.004013Z,555.8976
2019-07-20T04:36:16.0020141Z,555.2303
2019-07-20T04:36:17.0020141Z,554.563
2019-07-20T04:36:18Z,553.738647
2019-07-20T04:36:19.0020141Z,554.0527
2019-07-20T04:36:20.004013Z,553.3069
2019-07-20T04:36:21.0020141Z,553.189148
2019-07-20T04:36:22.0020141Z,552.7573
2019-07-20T04:36:23.004013Z,552.678833
2019-07-20T04:36:24.004013Z,551.5405
2019-07-20T04:36:25.0020141Z,551.1087
2019-07-20T04:36:26Z,550.6377
2019-07-20T04:36:27.004013Z,549.7741
2019-07-20T04:36:28.0020141Z,549.6564
2019-07-20T04:36:29.004013Z,549.185364
2019-07-20T04:36:30.004013Z,548.361
2019-07-20T04:36:31.004013Z,548.007751
2019-07-20T04:36:32Z,547.3012
2019-07-20T04:36:33.004013Z,547.3012
2019-07-20T04:36:34.004013Z,546.9872
2019-07-20T04:36:35.004013Z,546.7124
2019-07-20T04:36:36Z,546.4376
2019-07-20T04:36:37.004013Z,545.927368
2019-07-20T04:36:38.0020141Z,545.7311
2019-07-20T04:36:39.0020141Z,544.946045
2019-07-20T04:36:40.004013Z,544.632
2019-07-20T04:36:41.0020141Z,543.9255
2019-07-20T04:36:42.004013Z,542.9834
2019-07-20T04:36:43.004013Z,542.198364
2019-07-20T04:36:44.004013Z,541.531067
2019-07-20T04:36:45.0020141Z,540.628235
2019-07-20T04:36:46.004013Z,539.960938
2019-07-20T04:36:47.004013Z,539.6469
2019-07-20T04:36:48.0020141Z,539.372131
2019-07-20T04:36:49.0020141Z,538.940369
2019-07-20T04:36:50.004013Z,538.5871
2019-07-20T04:36:51.004013Z,538.2338
2019-07-20T04:36:52.004013Z,538.155334
2019-07-20T04:36:53.0060119Z,537.645
2019-07-20T04:36:54.004013Z,537.5665
2019-07-20T04:36:55.004013Z,537.016968
2019-07-20T04:36:56.004013Z,537.370239
2019-07-20T04:36:57.0020141Z,536.702942
2019-07-20T04:36:58.004013Z,536.702942
2019-07-20T04:36:59.004013Z,536.0749
2019-07-20T04:37:00Z,536.035645
2019-07-20T04:37:01.004013Z,535.1329
2019-07-20T04:37:02.0020141Z,534.544067
2019-07-20T04:37:03.004013Z,533.759033
2019-07-20T04:37:04.004013Z,533.1702
2019-07-20T04:37:05.004013Z,533.287964
2019-07-20T04:37:06.004013Z,532.1889
2019-07-20T04:37:07.004013Z,531.7964
2019-07-20T04:37:08.0020141Z,531.4038
2019-07-20T04:37:09.004013Z,530.815063
2019-07-20T04:37:10.0020141Z,530.344
2019-07-20T04:37:11.0020141Z,530.029968
2019-07-20T04:37:12.004013Z,529.55896
2019-07-20T04:37:13.004013Z,528.9309
2019-07-20T04:37:14.004013Z,528.420654
2019-07-20T04:37:15.0020141Z,528.224365
2019-07-20T04:37:16.004013Z,528.420654
2019-07-20T04:37:17.0020141Z,527.988831
2019-07-20T04:37:18.004013Z,528.2636
2019-07-20T04:37:19.004013Z,527.9496
2019-07-20T04:37:20.004013Z,527.8711
2019-07-20T04:37:21.0020141Z,527.439331
2019-07-20T04:37:22.0020141Z,527.243042
2019-07-20T04:37:23.0020141Z,526.968262
2019-07-20T04:37:24.004013Z,526.6935
2019-07-20T04:37:25.004013Z,526.104736
2019-07-20T04:37:26.0020141Z,525.829956
2019-07-20T04:37:27.004013Z,524.8879
2019-07-20T04:37:28.004013Z,523.906555
2019-07-20T04:37:29.0020141Z,523.8673
2019-07-20T04:37:30Z,523.357
2019-07-20T04:37:31.0020141Z,523.239258
2019-07-20T04:37:32.0020141Z,522.57196
2019-07-20T04:37:33.004013Z,522.179443
2019-07-20T04:37:34.004013Z,521.590637
2019-07-20T04:37:35.004013Z,521.1196
2019-07-20T04:37:36.004013Z,519.981262
2019-07-20T04:37:37.0020141Z,519.9028
2019-07-20T04:37:38.0020141Z,519.157
2019-07-20T04:37:39Z,518.842957
2019-07-20T04:37:40.004013Z,517.9401
2019-07-20T04:37:41.004013Z,517.783142
2019-07-20T04:37:42.004013Z,517.586853
2019-07-20T04:37:43.0020141Z,517.5476
2019-07-20T04:37:44.0020141Z,516.9588
2019-07-20T04:37:45.0020141Z,516.056
2019-07-20T04:37:46.004013Z,515.859741
2019-07-20T04:37:47.004013Z,514.8392
2019-07-20T04:37:48Z,514.6429
2019-07-20T04:37:49.0020141Z,514.0149
2019-07-20T04:37:50.0020141Z,513.269043
2019-07-20T04:37:51.004013Z,513.1513
2019-07-20T04:37:52Z,512.444763
2019-07-20T04:37:53.004013Z,511.5812
2019-07-20T04:37:54.0020141Z,510.9924
2019-07-20T04:37:55.0020141Z,510.521362
2019-07-20T04:37:56.004013Z,510.717621
2019-07-20T04:37:57.004013Z,510.1681
2019-07-20T04:37:58.0020141Z,510.207336
2019-07-20T04:37:59.004013Z,510.285858
2019-07-20T04:38:00.0020141Z,510.285858
2019-07-20T04:38:01.004013Z,509.304535
2019-07-20T04:38:02.0020141Z,508.558746
2019-07-20T04:38:03.0020141Z,507.538147
2019-07-20T04:38:04.0020141Z,506.6746
2019-07-20T04:38:05.0020141Z,505.693268
2019-07-20T04:38:06Z,505.02597
2019-07-20T04:38:07.0020141Z,504.2017
2019-07-20T04:38:08.004013Z,503.416626
2019-07-20T04:38:09.0020141Z,503.1026
2019-07-20T04:38:10.0020141Z,502.710083
2019-07-20T04:38:11.0020141Z,502.474548
2019-07-20T04:38:12.0020141Z,502.239044
2019-07-20T04:38:13.004013Z,501.885773
2019-07-20T04:38:14.004013Z,501.925018
2019-07-20T04:38:15Z,501.8465
2019-07-20T04:38:16.004013Z,501.139954
2019-07-20T04:38:17.004013Z,500.904449
2019-07-20T04:38:18.0020141Z,500.551178
2019-07-20T04:38:19.004013Z,500.394165
2019-07-20T04:38:20.0020141Z,500.001617
2019-07-20T04:38:21.004013Z,499.491333
2019-07-20T04:38:22Z,498.981049
2019-07-20T04:38:23.0020141Z,499.020325
2019-07-20T04:38:24.004013Z,498.824036
2019-07-20T04:38:25.004013Z,498.824036
2019-07-20T04:38:26.004013Z,498.902557
2019-07-20T04:38:27.0020141Z,498.745544
2019-07-20T04:38:28.004013Z,498.392273
2019-07-20T04:38:29.004013Z,497.724976
2019-07-20T04:38:30.0020141Z,497.6072
2019-07-20T04:38:31.004013Z,496.429626
2019-07-20T04:38:32.001007Z,495.173553
2019-07-20T04:38:33.0140075Z,493.6427
2019-07-20T04:38:34.001007Z,492.661377
2019-07-20T04:38:35.0020141Z,492.4651
2019-07-20T04:38:36.0020141Z,492.268829
2019-07-20T04:38:37.004013Z,491.9548
2019-07-20T04:38:38.001007Z,492.1511
2019-07-20T04:38:39.004013Z,492.582855
2019-07-20T04:38:40.0020141Z,493.8782
2019-07-20T04:38:41.004013Z,495.2128
2019-07-20T04:38:42.004013Z,495.9586
2019-07-20T04:38:43.0060119Z,496.586639
2019-07-20T04:38:44.004013Z,497.175446
2019-07-20T04:38:45.004013Z,497.41095
2019-07-20T04:38:46.004013Z,497.764221
2019-07-20T04:38:47.004013Z,498.392273
2019-07-20T04:38:48.004013Z,498.824036
2019-07-20T04:38:49.3070068Z,499.491333
2019-07-20T04:38:50.0060119Z,500.8652
2019-07-20T04:38:51.001007Z,501.296967
2019-07-20T04:38:52.004013Z,501.6895
2019-07-20T04:38:53.004013Z,502.474548
2019-07-20T04:38:54.0020141Z,503.3381
2019-07-20T04:38:55.0020141Z,503.9269
2019-07-20T04:38:56.004013Z,504.4372
2019-07-20T04:38:57.004013Z,504.908234
2019-07-20T04:38:58.001007Z,504.711975
2019-07-20T04:38:59.004013Z,505.02597
2019-07-20T04:39:00.004013Z,504.8297
2019-07-20T04:39:01.004013Z,505.1045
2019-07-20T04:39:02.0020141Z,505.614777
2019-07-20T04:39:03.004013Z,505.2615
2019-07-20T04:39:04.0020141Z,505.2615
2019-07-20T04:39:05.0020141Z,505.418518
2019-07-20T04:39:06.0020141Z,505.850281
2019-07-20T04:39:07.0020141Z,506.203552
2019-07-20T04:39:08.004013Z,506.0073
2019-07-20T04:39:09.004013Z,506.0073
2019-07-20T04:39:10.004013Z,505.7718
2019-07-20T04:39:11.004013Z,505.850281
2019-07-20T04:39:12.0020141Z,506.360565
2019-07-20T04:39:13.004013Z,506.8316
2019-07-20T04:39:14.0020141Z,507.812927
2019-07-20T04:39:15.004013Z,508.51947
2019-07-20T04:39:16.0020141Z,509.5008
2019-07-20T04:39:17.001007Z,509.775574
2019-07-20T04:39:18.0020141Z,511.18866
2019-07-20T04:39:19.004013Z,512.130737
2019-07-20T04:39:20.0020141Z,513.0728
2019-07-20T04:39:21.0020141Z,513.5046
2019-07-20T04:39:22.004013Z,513.7401
2019-07-20T04:39:23.0020141Z,513.8971
2019-07-20T04:39:24.001007Z,514.2896
2019-07-20T04:39:25.004013Z,514.2111
2019-07-20T04:39:26.0020141Z,514.0149
2019-07-20T04:39:27.0020141Z,514.0934
2019-07-20T04:39:28.004013Z,514.3289
2019-07-20T04:39:29.004013Z,515.2317
2019-07-20T04:39:30.004013Z,515.0747
2019-07-20T04:39:31.0020141Z,515.78125
2019-07-20T04:39:32.0020141Z,515.859741
2019-07-20T04:39:33.001007Z,516.252258
2019-07-20T04:39:34.004013Z,516.841064
2019-07-20T04:39:35.004013Z,516.6055
2019-07-20T04:39:36.004013Z,517.0766
2019-07-20T04:39:37.004013Z,517.194336
2019-07-20T04:39:38.0020141Z,517.7439
2019-07-20T04:39:39.0020141Z,517.6261
2019-07-20T04:39:40.004013Z,518.5682
2019-07-20T04:39:41.004013Z,519.039246
2019-07-20T04:39:42.004013Z,520.1383
2019-07-20T04:39:43.0020141Z,520.92334
2019-07-20T04:39:44.004013Z,521.6691
2019-07-20T04:39:45.0020141Z,522.179443
2019-07-20T04:39:46.004013Z,522.925232
2019-07-20T04:39:47.004013Z,523.7103
2019-07-20T04:39:48.004013Z,523.828064
2019-07-20T04:39:49.004013Z,524.1421
2019-07-20T04:39:50.0020141Z,524.3383
2019-07-20T04:39:51.0020141Z,525.0449
2019-07-20T04:39:52.004013Z,525.5159
2019-07-20T04:39:53.004013Z,525.5159
2019-07-20T04:39:54.004013Z,525.908447
2019-07-20T04:39:55.0020141Z,526.0655
2019-07-20T04:39:56.0020141Z,526.8113
2019-07-20T04:39:57.004013Z,527.2038
2019-07-20T04:39:58.001007Z,527.8711
2019-07-20T04:39:59.001007Z,527.635559
2019-07-20T04:40:00.004013Z,528.4599
2019-07-20T04:40:01.004013Z,528.1851
2019-07-20T04:40:02.0020141Z,529.1272
2019-07-20T04:40:03.004013Z,529.402
2019-07-20T04:40:04.004013Z,531.1291
2019-07-20T04:40:05.0020141Z,532.1104
2019-07-20T04:40:06.001007Z,533.8768
2019-07-20T04:40:07.004013Z,535.2506
